,level_0,index,zcr,spectral_c,rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,name,Emotions
7024,7024,7024,7061,1993.2133851565402,3449.771395596591,-390.43695,108.40192,4.370308,63.652176,-13.950275,35.545082,-20.712898,7.0956044,-7.3066926,-2.7755957,2.481505,-10.454882,4.360063,-6.6585994,8.314919,-7.514242,4.7800784,-5.272558,-0.0392236,-1.0082633,1086_TSI_NEU_XX,neutral
7025,7025,7025,8473,2020.7127739964424,3585.460805084746,-415.02185,114.498924,1.2324588,67.8017,-18.515667,42.058296,-21.384811,13.4876995,-4.317522,-2.335749,-0.029397178,-10.225348,6.555089,-8.731581,9.8375225,-10.238967,3.0988362,-7.533812,0.2480537,-1.9627821,1086_TSI_SAD_XX,sad
7026,7026,7026,10280,2117.8805822015042,3735.464610224185,-277.989,97.36362,-10.4128475,45.12097,-21.511705,16.079834,-15.8885565,10.26082,-15.347356,-1.0852073,2.7332144,-15.785785,3.5084627,-7.445056,4.1167765,-8.840151,2.658457,-6.2023573,-4.2475576,-2.5589516,1086_WSI_ANG_XX,angry
7027,7027,7027,6604,1406.8295609079598,2517.205024204371,-448.13544,127.331314,20.931221,48.16926,-7.574445,25.530039,-7.75183,11.33922,-5.0090446,0.2208427,4.1044664,-10.688923,2.9195893,-6.1157255,4.339509,-7.4924016,0.18150245,-3.1369517,-0.69676393,-1.3218925,1086_WSI_DIS_XX,disgust
7028,7028,7028,4412,1451.5976242301763,2580.1167608464807,-388.70203,121.49929,16.24277,40.814663,-8.859219,17.473007,-7.805109,6.564651,-7.3982,-1.2504015,2.540337,-12.288472,2.9645946,-2.3498244,2.1458182,-4.0722923,-1.2032723,-7.0950704,-0.35917276,-2.1789975,1086_WSI_FEA_XX,fear
7029,7029,7029,5115,1591.2544742749135,2889.474116530374,-348.96765,115.01102,2.9350102,38.49779,-11.2892885,16.838213,-9.214271,4.9308586,-16.081087,-2.178023,7.34235,-13.502576,1.6024041,-4.9036922,1.6139826,0.2576304,8.197446,-3.2808487,-0.5365318,-3.9683068,1086_WSI_HAP_XX,happy
7030,7030,7030,4439,1592.6993766761261,2880.2949945977393,-370.86044,133.16022,-2.4669902,52.22527,-18.020338,20.20661,-11.642978,11.664094,-13.79346,-1.7367603,6.911596,-15.383269,3.906501,-4.1176925,3.0515516,-5.8726916,1.3710853,-9.619714,2.4225461,-0.066698655,1086_WSI_NEU_XX,neutral
7031,7031,7031,5245,1640.5831383870284,2893.3882279829545,-411.9077,134.06711,3.3628042,56.373238,-23.602907,28.915289,-14.841554,10.171134,-9.701068,0.19698168,1.3625681,-13.793096,7.510256,-7.534169,5.445121,-6.545366,1.6434114,-7.665827,4.1163,-1.9363817,1086_WSI_SAD_XX,sad
7032,7032,7032,4261,1477.2075255450718,2737.615497295673,-372.09518,136.26266,-0.7329483,53.16725,-7.0575504,28.399706,-24.485603,-2.5910604,-7.431551,-0.1319667,1.3086345,-12.249671,2.0216112,-13.737157,7.4513655,2.1777532,-0.7961964,-8.562725,1.9893411,-1.0768758,1087_DFA_ANG_XX,angry
7033,7033,7033,4505,1455.7135051044813,2894.9830033396947,-454.87927,132.9279,1.0275879,68.10014,-5.015393,39.940598,-20.213812,11.510338,-4.927472,5.370624,4.1149187,-10.221937,4.442263,-14.720623,10.19501,-5.1833506,2.5459497,-9.201298,-0.17046778,-0.09334248,1087_DFA_DIS_XX,disgust
7034,7034,7034,2957,1270.6124404539107,2417.85671911507,-471.61835,138.98692,4.4422007,68.31951,-3.780831,41.76694,-18.264463,10.072738,-4.4740267,3.6891747,1.8195348,-11.331553,4.8088117,-13.936728,8.7929,-4.6260643,2.539722,-8.326754,-0.71000415,-0.6352721,1087_DFA_FEA_XX,fear
7035,7035,7035,2543,1144.5776495638308,2347.0212624289775,-413.8788,129.71483,15.726937,52.49356,2.461372,25.639189,-17.260653,1.2791983,-4.357267,-1.5573963,-1.939276,-10.214022,1.1534114,-11.984804,7.3698654,-0.019220926,-1.6081593,-5.992469,-0.44172287,-3.4910161,1087_DFA_HAP_XX,happy
7036,7036,7036,1946,1069.0734408381172,2144.1065861628604,-483.00412,147.82997,7.4596305,65.78826,-2.468374,39.282654,-15.569198,7.299609,-7.3261156,2.7022452,5.318716,-10.011113,4.501473,-14.256036,8.566456,-3.3276377,-0.20150727,-7.1895456,-0.044465486,-1.7026623,1087_DFA_NEU_XX,neutral
7037,7037,7037,1953,1015.9107880523451,1980.9501573877428,-470.34985,143.27158,18.348833,60.341015,-0.35115936,34.27318,-13.625082,5.4497504,-4.0212555,-0.46565557,-1.0859292,-9.832065,2.5628846,-13.038906,8.378549,-2.0913815,0.26704997,-7.05076,-1.3896053,1.4548181,1087_DFA_SAD_XX,sad
7038,7038,7038,7676,1741.1255451829363,3366.313386694785,-289.78387,102.865005,-11.392363,45.9752,-16.272482,25.389523,-12.897745,6.81868,-12.699345,-5.908014,3.2943625,-6.1833787,2.6969657,-14.798711,4.183764,-7.426957,-0.7059827,-4.2007976,-2.66763,-1.9971472,1087_IEO_ANG_HI,angry
7039,7039,7039,2742,1105.7849352868811,2095.0150240384614,-470.42807,152.35942,15.828092,64.41367,-21.133057,35.07148,-12.742013,12.139406,-5.751119,0.38545826,1.6559172,-7.296106,6.69209,-13.997077,9.0014,-7.0224457,2.126603,-5.48117,-2.2757015,-3.0146968,1087_IEO_ANG_LO,angry
7040,7040,7040,3760,1240.8057093180994,2394.575007512019,-419.64008,110.553154,32.22094,40.514263,2.9341896,22.609291,-1.5622292,1.4323392,-4.073925,-0.9555684,2.1224523,-2.569202,-0.07497418,-9.173931,3.418846,-2.7978706,-3.2575016,-5.3091555,-3.7710805,-1.8540728,1087_IEO_ANG_MD,angry
7041,7041,7041,4143,1276.8078383194825,2421.891916830709,-445.7278,149.24373,5.047559,65.006226,-19.838926,35.39909,-14.590597,10.290777,-4.212699,1.3149623,-1.5954447,-7.4199233,6.6784863,-15.667652,10.387562,-5.3669777,2.0642846,-6.240528,-1.591988,-1.3985479,1087_IEO_DIS_HI,disgust
7042,7042,7042,1924,1107.004566237009,2185.6201171875,-480.9091,154.12715,11.205307,58.34873,-18.83553,36.703075,-11.319525,15.409206,-5.0431886,0.39168856,5.068989,-6.5919294,5.556339,-14.708235,9.560275,-4.904911,2.6600082,-7.4515214,-2.6609018,-1.9295025,1087_IEO_DIS_LO,disgust
7043,7043,7043,3557,1180.4728256830138,2355.906587488511,-460.9793,140.01439,17.04597,57.348423,-10.536964,30.12841,-8.066454,9.160451,-4.494111,0.58069915,1.3098961,-5.80038,5.2517943,-13.158549,8.51241,-5.3393655,-2.081369,-5.6250854,-2.4428241,-2.1029596,1087_IEO_DIS_MD,disgust
7044,7044,7044,3449,1410.8437427060003,2818.8826340895434,-354.12424,106.68613,16.35582,35.133358,-7.7552514,24.907108,-11.023391,1.7918409,-5.9427752,-0.42398202,0.5396099,-7.09278,2.9200034,-10.931576,1.7608987,-3.8273966,-4.143359,-10.219259,-3.2060864,-3.5325253,1087_IEO_FEA_HI,fear
7045,7045,7045,2010,1131.5962698390779,2139.459859913793,-461.30557,143.64891,16.23474,52.206295,-13.927472,36.024418,-8.1144285,9.978988,-3.5666096,-0.05044709,2.9067922,-8.09184,5.5348644,-11.968361,6.1132245,-4.0423603,0.3661364,-7.311482,-3.4673936,-1.7094758,1087_IEO_FEA_LO,fear
7046,7046,7046,3340,1273.4326988525058,2448.9034016927085,-434.10117,131.25056,13.955153,49.30101,-7.8640513,34.783062,-7.714505,6.557718,-4.6982975,-0.2058489,2.0985415,-6.6588163,4.495099,-11.143579,5.2029147,-3.0680826,0.94927794,-6.427624,-1.6882346,-0.84081155,1087_IEO_FEA_MD,fear
7047,7047,7047,4420,1419.790515889576,3058.0386513157896,-387.38123,115.97483,13.47512,39.658978,-4.1410046,22.14962,-8.159169,8.064636,-2.617905,-6.064998,-0.49273172,-6.598358,3.1526768,-7.2071195,2.9684682,-4.2157145,-1.957332,-2.8618805,0.12901942,-1.9799942,1087_IEO_HAP_HI,happy
7048,7048,7048,1886,1064.2505094059482,2030.7466947115386,-481.8303,138.92467,23.86977,56.033146,-8.091086,32.908,-8.199583,11.029649,-2.2910273,-1.995217,0.9682504,-7.351505,4.644606,-11.701319,6.4087405,-5.4590535,-1.0032831,-4.3662457,-3.7070096,-4.35439,1087_IEO_HAP_LO,happy
7049,7049,7049,3180,1110.608106313715,2157.6118949409965,-475.0961,138.38686,21.757105,60.712795,-6.9853806,33.02889,-10.422126,10.755976,-2.9071033,-3.1080062,1.5521579,-6.5917606,3.3432298,-12.350714,8.531484,-6.8357887,-1.4103569,-3.3814003,-3.0904756,-1.0951672,1087_IEO_HAP_MD,happy
7050,7050,7050,1918,960.9494569254456,1742.3297674005682,-492.98676,143.25888,28.529436,57.199566,-8.180917,32.10425,-7.0866566,9.627083,-2.216788,-2.3737369,-0.1865491,-6.4194593,5.2967906,-10.466154,6.8252263,-4.620506,-1.271248,-4.489551,-1.0470748,-2.0700917,1087_IEO_NEU_XX,neutral
7051,7051,7051,3963,1359.3336857859051,3082.8908819901317,-429.72812,100.32193,32.345753,43.386265,4.142636,22.756699,0.8486601,4.4641767,-1.9696316,-1.3701813,0.4092009,-4.197217,1.5935405,-9.056465,-0.22110412,-3.984192,-3.866311,-6.1170287,-3.2861953,0.20446755,1087_IEO_SAD_HI,sad
7052,7052,7052,1854,984.2467579409507,1788.4633287091121,-505.48282,148.64545,21.995062,60.17976,-11.910175,38.09237,-8.280176,14.230485,-2.7119122,-1.7386719,3.5696747,-6.479073,4.962397,-13.08943,6.681518,-5.0925384,3.2333841,-5.4645586,-4.4507976,-2.4637346,1087_IEO_SAD_LO,sad
7053,7053,7053,2409,1042.945847047689,2040.7524294969512,-475.27075,139.52579,20.08148,59.30119,-8.032466,35.94779,-7.2408543,10.793706,-1.6810498,-0.71276104,2.451742,-6.9647355,4.860644,-12.736898,5.299294,-4.161097,-0.12242247,-6.5327935,-4.7084756,-3.1505723,1087_IEO_SAD_MD,sad
7054,7054,7054,2692,1087.0739166844946,1995.318134014423,-427.58673,144.34467,17.373068,56.05903,-2.6086097,22.808352,-12.48442,5.9150476,-5.080772,-2.2767577,-1.432957,-6.3792396,2.901123,-15.54911,2.915888,-1.7311151,0.6916477,-7.3909554,-1.3306965,0.31495464,1087_IOM_ANG_XX,angry
7055,7055,7055,1741,920.4740591543391,1657.8608842329545,-485.7049,160.37086,8.431725,67.588936,-4.2570543,38.49766,-19.845623,14.984052,-4.974672,-0.6087785,2.048675,-8.829556,6.66141,-14.802706,9.784948,-3.354008,3.3557506,-7.005374,-0.7951691,1.0672516,1087_IOM_DIS_XX,disgust
7056,7056,7056,1272,893.887134832061,1641.4415147569443,-457.95868,159.65804,9.344694,68.84463,-1.3143747,31.546455,-20.53156,10.802331,-5.173876,-1.9298323,-2.6744,-9.768431,4.7484446,-16.884933,8.733585,-3.6077971,2.4263458,-5.4289093,-1.4653249,1.3151549,1087_IOM_FEA_XX,fear
7057,7057,7057,1360,949.9904994689587,1774.1426908052886,-415.43903,146.95355,17.920797,45.567234,-3.9830518,17.794464,-11.439943,3.8424547,-6.774286,-8.219053,-1.3761754,-6.2739234,-0.073382095,-14.45931,2.997787,-0.65340775,-1.9205072,-7.0687366,-1.9001447,0.4603505,1087_IOM_HAP_XX,happy
7058,7058,7058,1836,956.6483954794771,1827.24609375,-467.25705,154.51599,13.8314085,62.251453,-5.047911,30.80602,-12.184526,9.043354,-4.4810452,-3.665915,-1.8379813,-8.774907,3.8690355,-15.346367,5.101736,-3.7484577,1.6453962,-5.747302,-1.9615073,0.9487368,1087_IOM_NEU_XX,neutral
7059,7059,7059,1521,914.8642290770429,1742.0361328125,-439.7802,166.62532,12.572714,64.91905,-15.267969,27.461782,-15.228445,7.3872085,-10.761233,-5.0904975,-1.6281811,-8.447042,2.7667837,-17.288773,5.888112,-6.005128,2.3750567,-6.423312,-0.05879011,-1.2144471,1087_IOM_SAD_XX,sad
7060,7060,7060,3242,1346.336299879485,2658.427734375,-435.63492,141.43585,5.6369705,58.126743,-9.230475,33.655437,-17.635395,7.402529,-6.004739,1.3203794,3.2841344,-7.593725,4.3165646,-14.967938,11.102656,-1.3527429,-2.57534,-7.0436053,0.6413691,-2.1790085,1087_ITH_ANG_XX,angry
7061,7061,7061,2576,1301.3362120469715,2810.829207920792,-471.30237,151.09761,-0.8668817,66.10765,-15.280097,44.286217,-21.06012,17.46701,-6.863462,1.2800772,5.542166,-8.244453,5.2884817,-18.19228,13.560497,-4.091434,1.0399383,-6.902135,0.13126865,-1.8625652,1087_ITH_DIS_XX,disgust
7062,7062,7062,2502,1311.7585008475373,2798.4000997340427,-462.58017,152.9058,-9.829583,70.54524,-14.368463,47.21234,-24.162102,15.8995695,-4.9195814,5.7871547,3.2480567,-8.475417,4.38197,-19.715391,15.246145,-5.4964013,3.1846025,-8.514488,1.0506723,-0.38923043,1087_ITH_FEA_XX,fear
7063,7063,7063,2044,1226.7354005047705,2520.8651733398438,-407.3585,141.71194,6.981655,56.356163,-8.788908,30.560919,-19.817043,1.0364807,-9.037863,-1.4683485,0.9334084,-7.862162,5.3758574,-18.778385,6.4925337,1.0163193,-2.2640204,-7.9699907,-0.11987229,-2.4078512,1087_ITH_HAP_XX,happy
7064,7064,7064,2343,1041.673593115044,2087.1009489076328,-460.04526,147.94148,13.337917,55.029884,-3.5319574,28.874231,-14.914656,6.308691,-3.8708389,-0.70252854,3.2538838,-6.1117344,4.594984,-13.9676695,8.015081,-0.9123226,-4.7284937,-7.8710537,-0.91491246,-0.7307144,1087_ITH_NEU_XX,neutral
7065,7065,7065,2053,1140.712405670839,2417.32177734375,-467.38556,152.3277,6.5205927,65.20615,-9.723771,42.04759,-17.569818,6.475454,-9.352014,2.2375515,2.092972,-8.004966,4.357152,-18.384964,11.037893,-1.8581369,1.2213223,-7.475504,1.9199498,-1.2432082,1087_ITH_SAD_XX,sad
7066,7066,7066,5460,1662.3777229870034,3077.73871020736,-358.8357,114.62565,11.033982,62.011417,-1.4782525,24.74559,-21.915073,-1.1225871,-6.9493184,-1.1002828,-5.269462,-11.122359,3.1465487,-14.002486,6.4042416,-3.0996108,-1.4145726,-7.398525,1.308388,-2.3870568,1087_ITS_ANG_XX,angry
7067,7067,7067,4913,1432.2596740789486,2798.208079618566,-472.7203,137.94897,3.6323416,74.08435,-11.2030115,44.041813,-21.475187,13.934442,-5.0966716,4.0555325,1.8618324,-9.37812,5.2356486,-14.648775,12.034517,-9.22345,2.1516013,-5.781759,2.2290287,-3.1177058,1087_ITS_DIS_XX,disgust
7068,7068,7068,3476,1415.3607401156091,2702.5340204653535,-457.82083,134.36633,7.767441,73.77425,-7.4308014,41.823975,-20.554428,11.50059,-5.0366025,5.0402594,-1.5494822,-12.269277,5.9680147,-15.191211,11.715532,-5.523764,0.071264505,-7.39409,4.384459,-0.48273334,1087_ITS_FEA_XX,fear
7069,7069,7069,3092,1473.3595632917068,2978.800548206676,-393.59756,123.99903,11.515977,61.828922,-6.869286,30.878534,-22.93025,4.265973,-7.4693117,-2.4109278,-0.98582214,-13.901367,4.543876,-13.568362,5.2962313,-4.5160327,-0.8632528,-7.4072847,-0.40438044,-2.3794794,1087_ITS_HAP_XX,happy
7070,7070,7070,2990,1321.3462756657652,2749.7900390625,-427.085,127.77891,19.062416,61.663635,0.56521857,29.844698,-18.412867,0.16557501,-4.6942406,1.7615513,-2.3425682,-10.301676,2.977849,-15.405097,6.23657,-1.5312004,-0.26433116,-6.2640753,1.3198413,-0.54697144,1087_ITS_NEU_XX,neutral
7071,7071,7071,2839,1167.229437951015,2272.857196514423,-479.34637,141.21736,12.069034,71.92191,-5.5746784,38.675175,-15.73489,10.547811,-6.509063,2.5886219,1.3082653,-11.193537,5.4786267,-14.923859,8.04237,-5.162471,1.8558228,-7.2278185,0.752418,-0.2188157,1087_ITS_SAD_XX,sad
7072,7072,7072,2580,1024.6148295229307,1950.1007080078125,-437.2766,152.74832,15.560032,49.151993,-8.786102,22.265377,-10.308176,8.838256,-5.102641,-2.6191423,-1.5898604,-9.228002,1.7455082,-15.900257,2.1380868,-2.804424,1.1405011,-6.554,-2.3448844,-1.0139596,1087_IWL_ANG_XX,angry
7073,7073,7073,2766,1073.4482995742062,2311.0013921210107,-475.7386,150.06956,15.92473,60.494453,-13.458716,34.45018,-15.491824,12.865213,-2.978559,0.40578687,1.6074388,-8.30787,4.083529,-14.403401,10.451161,-6.7773547,0.8350332,-4.75093,-3.573336,-1.7058223,1087_IWL_DIS_XX,disgust
7074,7074,7074,2869,1136.2137970559197,2404.4305889423076,-475.42285,152.25339,4.457034,61.292473,-13.098563,39.617016,-15.02236,14.106521,-1.8875258,3.250456,1.5638961,-9.07096,5.6795774,-14.550754,9.746707,-7.419777,1.7053887,-5.822146,1.1618655,0.0055038454,1087_IWL_FEA_XX,fear
7075,7075,7075,2259,1058.240786550091,1965.7600759345794,-428.4089,145.33125,23.218178,40.839302,-8.6922865,22.245777,-7.76983,9.315726,-5.585534,-1.8604703,2.389536,-5.812101,4.0079784,-13.820089,3.067326,-1.9825121,0.291446,-7.750836,-5.788527,0.26877517,1087_IWL_HAP_XX,happy
7076,7076,7076,2384,987.0985765347228,1872.6008717606708,-457.62558,154.85646,16.428555,50.857784,-11.459284,26.446108,-11.9438715,12.634819,-4.624337,-4.443248,1.9322764,-7.4643483,4.9281845,-11.868988,3.1890879,-3.5261004,2.4071167,-7.0461226,-1.1533209,-0.8120812,1087_IWL_NEU_XX,neutral
7077,7077,7077,1955,926.0143405973912,1722.7506938733552,-467.08286,148.62198,31.108047,50.925846,-8.900075,23.982155,-6.4802675,7.479003,-5.9023967,-2.5833516,0.4828484,-8.033755,1.6967611,-13.342436,3.7714334,-2.9066362,2.5388436,-5.325008,-5.0158763,-0.62331843,1087_IWL_SAD_XX,sad
7078,7078,7078,3590,1193.2057961626924,2235.7767244664633,-414.84357,136.31377,19.748466,45.8505,-4.8298573,24.111042,-8.501897,3.5239873,-6.349675,-3.5614653,-1.4170655,-5.216407,1.8872335,-12.82327,3.3907285,-2.4449518,-0.50582355,-6.7376733,1.0228364,-1.7191787,1087_IWW_ANG_XX,angry
7079,7079,7079,2409,1213.5022009456893,2334.3630583389945,-475.9282,148.67827,2.6223161,65.3511,-13.056305,43.560913,-13.675078,17.06167,-3.8865018,1.4308517,3.2365632,-7.2798,3.5051126,-15.942101,11.7879095,-7.016468,1.9384835,-8.201044,0.108949974,-0.65949816,1087_IWW_DIS_XX,disgust
7080,7080,7080,1653,1155.3820103172027,2236.58203125,-469.3323,151.08748,9.026667,66.942444,-12.417952,39.851185,-15.397394,14.361543,-5.478029,2.358258,3.0058846,-10.147538,3.328477,-15.043653,12.623791,-3.3095999,0.425403,-8.1018305,2.865349,-0.42941558,1087_IWW_FEA_XX,fear
7081,7081,7081,2109,1186.4106460990733,2255.326960637019,-420.8547,148.72939,14.1534,52.9104,-16.169355,31.782515,-14.742822,1.7425607,-9.272522,-5.4522605,0.27931982,-6.1781726,2.1519945,-17.382368,3.778394,-3.453882,0.73515445,-8.259354,0.4825608,-0.7502798,1087_IWW_HAP_XX,happy
7082,7082,7082,2265,1091.8484773829548,2034.1855256453805,-448.851,152.60242,16.47067,57.608253,-14.017185,29.479687,-9.662595,3.9265118,-9.249121,-1.2356018,0.1867368,-5.4760613,3.347668,-16.149717,5.019449,-2.8368032,1.3315223,-8.6860695,2.9539523,-0.37248784,1087_IWW_NEU_XX,neutral
7083,7083,7083,2080,1113.8743157083434,2169.647686298077,-481.1133,150.51465,17.54934,66.44557,-14.240881,38.903976,-15.521428,9.680364,-6.115992,-0.59630096,0.8278592,-7.659064,1.7389832,-17.301573,8.519752,-6.6176214,3.7426822,-7.57287,-0.0079655545,-0.4141091,1087_IWW_SAD_XX,sad
7084,7084,7084,2277,999.7779049945658,1749.895751953125,-402.85852,149.19835,24.947508,51.992393,-9.194109,14.130406,-12.851444,-0.35144597,-8.326283,-0.95693344,-2.3600228,-10.021015,0.7756538,-11.02668,3.4377508,-4.7920766,0.87262,-4.588564,-1.1908642,0.69019675,1087_MTI_ANG_XX,angry
7085,7085,7085,2785,1024.2377610969536,1845.1904296875,-450.06363,154.42696,19.777037,62.42279,-15.902386,24.786186,-13.290748,9.553325,-9.720274,-2.055227,0.59367466,-11.233655,1.6988955,-12.818325,7.14444,-7.667021,3.0172122,-5.2048807,-3.7563288,0.50072277,1087_MTI_DIS_XX,disgust
7086,7086,7086,2287,1028.7093167370183,1918.1040171030406,-464.6568,151.8851,20.858631,59.666256,-12.474565,29.954657,-14.683002,10.178127,-4.1300244,0.60334295,1.9563109,-10.2512045,1.4324944,-13.114136,6.3485575,-6.8698344,2.7537823,-6.4561515,-2.5223675,0.5906688,1087_MTI_FEA_XX,fear
7087,7087,7087,2460,988.3868401472055,1809.1701811393805,-416.94037,147.38504,25.539076,52.386078,-7.71368,18.670023,-13.119862,-0.2377582,-4.2976155,-2.44894,-2.8101747,-7.602538,0.7625044,-11.762022,3.5042565,-1.2078602,0.88532966,-8.868874,0.16947839,1.4226804,1087_MTI_HAP_XX,happy
7088,7088,7088,2413,927.428124160225,1608.2316377737227,-459.04773,141.54875,32.3302,48.644558,5.234979,21.069164,-9.544746,3.9376826,-2.2054563,-2.3050644,-3.4021146,-8.086804,0.965177,-9.243729,4.2698245,-2.386787,-0.44020554,-5.1591983,-0.8189068,1.0311052,1087_MTI_NEU_XX,neutral
7089,7089,7089,2424,956.9875111686388,1707.3957625679348,-461.87494,153.307,22.47234,60.671173,-7.493504,25.671988,-12.907258,5.369174,-5.629014,-0.43116036,-1.155468,-9.993027,1.7376174,-14.4846735,5.518239,-3.2559426,0.55384964,-6.341537,0.9375588,0.5551286,1087_MTI_SAD_XX,sad
7090,7090,7090,4742,1457.906942821246,2860.9344951923076,-414.50797,126.252464,22.883032,60.47492,-7.9344625,20.679138,-17.291716,4.118242,-6.381668,0.6088935,1.4801713,-10.920046,5.2484374,-12.528271,4.82343,0.30773005,-0.22314289,-2.6986215,0.52286404,-3.5094912,1087_TAI_ANG_XX,angry
7091,7091,7091,2485,1102.016463699461,2019.3240930538366,-459.3651,146.85104,20.040737,64.53558,-6.559797,28.727213,-16.288078,8.025616,-6.7633953,-0.10694181,-0.38546184,-8.117881,3.788919,-13.836805,8.808242,-4.3318825,1.6352656,-4.624579,-0.10362586,-0.19742717,1087_TAI_DIS_XX,disgust
7092,7092,7092,2609,1144.0896716423206,2002.3403825431035,-437.11478,140.34949,29.682497,55.94217,-6.9518666,21.981354,-13.592065,2.0379133,-7.936672,0.48018137,-0.32849872,-9.509684,0.8632323,-13.58446,5.500127,-1.7432616,0.95453036,-3.8327622,1.7075061,-1.4496589,1087_TAI_FEA_XX,fear
7093,7093,7093,2435,1144.9907467221785,2067.060834099265,-403.88824,134.95146,28.094648,52.814247,-8.516055,17.117823,-11.292666,-0.15682101,-9.372185,-4.0346913,-1.7275873,-9.634676,-0.09634559,-10.437406,5.4858804,-3.1168232,0.7052675,-2.7430873,0.025160441,-1.0736434,1087_TAI_HAP_XX,happy
7094,7094,7094,2528,1074.4293258378877,2062.4715505552685,-448.8886,146.3495,18.084625,68.41349,-9.702111,27.214603,-13.488841,7.9684725,-7.8497252,0.6486193,0.42310333,-11.189819,4.4301667,-13.194237,5.7561064,-6.020166,-0.08504464,-4.928374,-0.26115194,-2.2238579,1087_TAI_NEU_XX,neutral
7095,7095,7095,2860,1142.938941253197,2043.4406030957944,-476.74524,151.67862,17.040924,72.99796,-14.1595745,34.52998,-18.101225,12.430775,-7.3707623,1.7439849,1.8416921,-12.195876,3.1534421,-15.357618,8.421216,-6.241299,3.3639572,-6.7278914,0.19540256,-0.8955063,1087_TAI_SAD_XX,sad
7096,7096,7096,4569,1516.3173115267448,2872.198016826923,-305.53937,121.13674,-9.651322,46.46896,-8.1754465,24.370405,-20.257044,0.33252692,-7.9851537,-2.5319493,0.50613004,-7.6216493,-1.8717105,-16.51519,6.8217397,-2.509408,-1.3938625,-7.094449,-2.48448,-3.251659,1087_TIE_ANG_XX,angry
7097,7097,7097,3452,1252.5958180804441,2486.6610789862207,-467.08005,148.37129,-0.38588753,66.43927,-11.970145,46.235695,-22.064983,14.447655,-3.439223,4.2714543,4.00321,-9.755371,4.990885,-18.82972,11.946264,-5.028453,0.58763915,-7.29436,0.5224436,-1.6783553,1087_TIE_DIS_XX,disgust
7098,7098,7098,4150,1259.0759060336538,2312.2594446569055,-391.34378,135.22658,4.95642,50.269245,-1.7906259,30.091917,-16.724537,1.9074534,-1.0370936,2.5525224,0.028315404,-8.451693,1.8498062,-14.548079,4.4260607,-0.49335924,-0.3217359,-8.634624,0.31188953,-1.1672294,1087_TIE_FEA_XX,fear
7099,7099,7099,3421,1265.9370732673033,2600.2197265625,-428.4472,134.33038,6.747968,54.453392,0.23175874,29.433977,-16.73988,6.5486517,-2.4328861,-1.5869161,5.2491713,-5.708028,0.9557669,-13.868922,5.538372,-2.0789669,0.6068755,-6.838973,-0.9547449,1.0464066,1087_TIE_HAP_XX,happy
7100,7100,7100,1914,978.5598768714873,1865.210195688101,-460.9777,154.85135,9.088451,54.357403,-1.4588183,35.340034,-16.898592,2.6311111,-5.4558816,0.96660745,5.373009,-5.1705875,4.285697,-14.843715,4.978234,-0.74084604,1.3085853,-10.169948,-2.5307987,0.5618754,1087_TIE_NEU_XX,neutral
7101,7101,7101,2301,1120.1723598624665,2336.038948725728,-465.65848,147.51265,7.2728066,64.19728,-7.491311,41.015152,-20.557383,4.0103607,-4.6810775,-1.120564,2.9605236,-6.940424,3.2109668,-17.86043,6.4718723,-2.6550424,2.6657078,-8.499741,-1.7712195,-0.8973083,1087_TIE_SAD_XX,sad
7102,7102,7102,9059,1902.7290530021396,3453.515625,-375.7087,96.73167,7.7931056,59.342407,-1.7800214,31.130833,-12.777503,-0.6488824,-6.356405,1.2460033,-1.2540971,-11.291852,4.969293,-12.754827,5.3037643,-2.3579333,-2.594979,-2.8793974,-0.7846616,-3.4837365,1087_TSI_ANG_XX,angry
7103,7103,7103,6953,1945.822070749386,3620.8986656688085,-412.79382,104.683266,1.7075666,64.4407,-9.385289,37.53738,-14.229336,5.488174,-3.2908025,3.9575067,2.55333,-9.665738,3.933212,-11.749246,9.810133,-6.6993065,-1.5769247,-4.8975315,-1.6770991,-2.7375915,1087_TSI_DIS_XX,disgust
7104,7104,7104,5441,1784.3555649016573,3376.129089959777,-443.3543,121.05064,-3.8836775,74.64346,-14.475511,45.91799,-17.385355,14.151149,-5.53675,5.3084807,0.09372359,-8.427788,8.422724,-17.92045,11.566111,-7.1775527,0.30270153,-6.293174,1.5493634,-3.0011723,1087_TSI_FEA_XX,fear
7105,7105,7105,6654,1795.0473325201476,3452.6118908898306,-391.90735,98.89749,14.351445,58.021294,-4.688587,32.59371,-10.99556,1.1369251,-5.5161843,1.9744064,-2.2570224,-8.071797,3.5759892,-14.059295,6.001487,-4.3803797,-0.18877594,-5.988566,-1.0643122,-1.2859659,1087_TSI_HAP_XX,happy
7106,7106,7106,5068,1717.1415623081975,3452.526123046875,-414.40393,117.737236,1.3863211,71.4875,-8.444272,37.61068,-13.354305,2.5256634,-9.907012,3.2020538,-2.2612193,-11.10049,4.2406545,-16.78208,8.85084,-3.6173348,-0.52947813,-6.4939923,4.0078278,-1.8227129,1087_TSI_NEU_XX,neutral
